source_endpoint,source_doc_id,field,official_chinese,tushare_type,coverage_status,unit_category,official_doc_path
cashflow,44,incl_dvd_profit_paid_sc_ms,其中:子公司支付给少数股东的股利、利润,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,incr_acc_exp,预提费用增加,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,incr_def_inc_tax_liab,递延所得税负债增加,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,incr_oper_payable,经营性应付项目的增加,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,invest_loss,投资损失,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,loss_disp_fiolta,处置固定、无形资产和其他长期资产的损失,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,loss_fv_chg,公允价值变动损失,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,loss_scr_fa,固定资产报废损失,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,lt_amort_deferred_exp,长期待摊费用摊销,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_cap_incr_repur,回购业务资金净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_cash_flows_fnc_act,筹资活动产生的现金流量净额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_cashflow_act,经营活动产生的现金流量净额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_cashflow_inv_act,投资活动产生的现金流量净额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_depos_incr_fi,客户存款和同业存放款项净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_disp_subs_oth_biz,取得子公司及其他营业单位支付的现金净额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_inc_borr_oth_fi,向其他金融机构拆入资金净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_incr_cash_cash_equ,现金及现金等价物净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_incr_clt_loan_adv,客户贷款及垫款净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_incr_dep_cbob,存放央行和同业款项净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_incr_disp_faas,处置可供出售金融资产净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_incr_disp_tfa,处置交易性金融资产净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_incr_insured_dep,保户储金净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_incr_loans_cb,向中央银行借款净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_incr_loans_oth_bank,拆入资金净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_incr_pledge_loan,质押贷款净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_recp_disp_fiolta,处置固定资产、无形资产和其他长期资产收回的现金净额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_recp_disp_sobu,处置子公司及其他营业单位收到的现金净额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,n_reinsur_prem,收到再保业务现金净额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,net_cash_rece_sec,代理买卖证券收到的现金净额(元),float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,net_dism_capital_add,拆出资金净增加额,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,net_profit,净利润,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,oth_cash_pay_oper_act,支付其他与经营活动有关的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,oth_cash_recp_ral_fnc_act,收到其他与筹资活动有关的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,oth_cashpay_ral_fnc_act,支付其他与筹资活动有关的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,oth_loss_asset,其他资产减值损失,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,oth_pay_ral_inv_act,支付其他与投资活动有关的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,oth_recp_ral_inv_act,收到其他与投资活动有关的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,others,其他,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,pay_comm_insur_plcy,支付保单红利的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,pay_handling_chrg,支付手续费的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,prem_fr_orig_contr,收到原保险合同保费取得的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,proc_issue_bonds,发行债券收到的现金,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,prov_depr_assets,加:资产减值准备,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,recp_tax_rends,收到的税费返还,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,st_cash_out_act,经营活动现金流出小计,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,stot_cash_in_fnc_act,筹资活动现金流入小计,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,stot_cashout_fnc_act,筹资活动现金流出小计,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,stot_inflows_inv_act,投资活动现金流入小计,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,stot_out_inv_act,投资活动现金流出小计,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,uncon_invest_loss,未确认投资损失,float,mapped,amount_cny,.refs/tushare-docs/44.md
cashflow,44,use_right_asset_dep,使用权资产折旧,float,mapped,amount_cny,.refs/tushare-docs/44.md
